1本動画プレゼント台本の流れ,,,,,,,,,,,流れを箇条書きで記載,,,,,,,,,修正後
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"こうして「この人にお願いしたい」「手放せない存在」と信頼されるようになると、
オンライン秘書としての仕事はただの“作業代行”ではなく、
【パートナー】や【右腕】としての価値を持ち始めます。

そして、信頼関係が築けると、仕事の広がり方が変わってくるんです。

たとえば、
・ いわゆるアフィリエイトと言われますが、クライアントが使用しているツールや講座を紹介することで報酬が得られたり
・ クライアントの事業に関わる中で、マーケティングやセールス、仕組みづくりのノウハウが学べたり
・その知見を活かして自分の発信やコンテンツ作りに繋げられるようになり、noteやKindle、オンライン講座など、自分のサービスも販売できるようになります

つまり、オンライン秘書という“サポートポジション”からスタートして、
【学びながら収入を得て、自分の事業に展開する】というキャリアも築けるんです。

実は私も、秘書として信頼いただいた経営者さんの紹介から案件が次々と増え、
アフィリエイト紹介からも安定して収益を得られるようになりました。

さらに、マーケティングや仕組み構築を間近で見ていたことで、自分の講座やサービスを作り、販売できるようになったんです。

これは、単なる“事務作業”では決して得られない経験。
経営の現場に関わる秘書だからこそ手に入るチャンスです。

こう聞くと、「自分にもそんなことができるの？」と不安になるかもしれません。

でも、最初はみんなそうでした。
目の前の一つひとつの仕事を丁寧にこなして、少しずつ信頼を積み重ねた結果、
気づけば“選ばれる人”になっている。
そして、“広がる世界”にワクワクしながら仕事ができるようになるんです。

あなたも、今の延長線上にはない、
想像以上に可能性が広がる働き方を手に入れることができます。",,,,,,,,"こうして「この人にお願いしたい」「手放せない存在」と信頼されるようになると、
オンライン秘書としての仕事はただの“作業代行”ではなく、
【パートナー】や【右腕】としての価値を持ち始めます。

そして、信頼関係が築けると、仕事の広がり方が変わってくるんです。

たとえば、
・ いわゆるアフィリエイトと言われますが、クライアントが使用しているツールや講座を紹介することで報酬が得られたり
・ クライアントの事業に関わる中で、マーケティングやセールス、仕組みづくりのノウハウが学べたり
・その知見を活かして自分の発信やコンテンツ作りに繋げられるようになり、noteやKindle、オンライン講座など、自分のサービスも販売できるようになります

つまり、オンライン秘書という“サポートポジション”からスタートして、
【学びながら収入を得て、自分の事業に展開する】というキャリアも築けるんです。

実は私も、秘書として信頼いただいた経営者さんの紹介から案件が次々と増え、
アフィリエイト紹介からも安定して収益を得られるようになりました。

さらに、秘書業をしながら、経営者さんのマーケティングや仕組み構築を間近で見て体感することで、自分の講座やサービスを作り、販売できるようになったんです。

よくコンテンツ販売のやり方とか、コンテンツ販売するための講座ってありますが、実はオンライン秘書ってこういうコンテンツ販売についてのノウハウが自然と、しかも実践的に身につけることができちゃうんですよね。あまり大きな声では言えないですが。


これは、単なる“事務作業”では決して得られない経験。
経営の現場に関わる秘書だからこそ手に入るチャンスです。

こう聞くと、「自分にもそんなことができるの？」と不安になるかもしれません。

でも、最初はみんなそうでした。
目の前の一つひとつの仕事を丁寧にこなして、少しずつ信頼を積み重ねた結果、
気づけば“選ばれる人”になっている。
そして、“広がる世界”にワクワクしながら仕事ができるようになるんです。

あなたも、今の延長線上にはない、
想像以上に可能性が広がる働き方を手に入れることができます。"
まとめ,再度話をまとめる,,,,,,,,,,,,,,,,,,,
,まず〜〜〜〜〜〜をする,,,,,,,,,,まとめ,,,,,,,,,
,そして〜〜〜〜〜〜〜をする,,,,,,,,,,,"以上が、
在宅で30万円以上稼ぐための【3つのステップ】でした。

ステップ１：時間を作る
ステップ２：強みを理解して活かす
ステップ３：提案できる神サポーターになる

これができれば、スキルも、資格も、発信力もなくても、
在宅でしっかり稼ぐ未来は手に入ります！

でも…
「とはいえ、私の場合何から始めればいいの？」
「SNSも発信も苦手なのに、仕事ってどうやって見つけるの？」
「今の自分のスキルで通用するのかな？」

そんな声があるのも、すごくわかります。",,,,,,,,"以上が、
在宅で30万円以上稼ぐための【3つのステップ】でした。

ステップ１：時間を作る
ステップ２：強みを理解して活かす
ステップ３：提案力を身につけて替えの利かない秘書になる

これができれば、スキルも、資格も、発信力もなくても、
在宅でしっかり稼ぐ未来は手に入ります！

でも…
「とはいえ、私の場合何から始めればいいの？」
「SNSも発信も苦手なのに、仕事ってどうやって見つけるの？」
「今の自分のスキルで通用するのかな？」

そんな声があるのも、すごくわかります。"
,その後に〜〜〜〜〜〜〜をする,,,,,,,,,,,"これは全部過去の私が思っていたことですし、今の受講生たちが最初に口にする悩みでもあります。

でも、そんな彼女たちが、
「6ヶ月で会社を辞めて在宅起業」
「子どもとの時間も確保しながら月収30万超」
「子育てしながらやりたいことに次々挑戦できる人生」
を実現できたのは…

一人で悩まずに相談しながら正しいステップで進めたから。",,,,,,,,"これは全部過去の私が思っていたことですし、今の受講生たちが最初に口にする悩みでもあります。

でも、そんな彼女たちが、
「6ヶ月で会社を辞めて在宅起業」
「子どもとの時間も確保しながら月収30万超」
「子育てしながらやりたいことに次々挑戦できる人生」
を実現できたのは…

一人で悩まずに相談しながら正しいステップで進めたから。"
,,,,,,,,,,,,,,,,,,,,
,ただそう言ってもいざ実践するってなると不安や悩みが出てくるよね？と伝える,,,,,,,,,,,"ここまでお伝えしてきた通り、
ママでも、専門スキルがなくても、理想の働き方を叶えることは可能です。

ただし、それを叶えるために“今やるべきこと”は、実は人それぞれ違います。

家事育児の負担状況、使える時間

今のスキルや経験

目指す収入や働き方

まずはこれらを整理して、「必要なことだけ」に集中することが、最短ルートを進むカギになります。",,,,,,,,"ここまでお伝えしてきた通り、
ママでも、専門スキルがなくても、理想の働き方を叶えることは可能です。

ただし、それを叶えるために“今やるべきこと”は、実は人それぞれ違います。

家事育児の負担状況、使える時間

今のスキルや経験

目指す収入や働き方

まずはこれらを整理して、「必要なことだけ」に集中することが、最短ルートを進むカギになります。"
,不安や悩みの要素を10個ほど伝える,,,,,,,,,,,"よくあるのが、
「なんとか自分でやってみます…」と頑張りすぎてしまったり、
情報だけをかき集めて、時間ばかりが過ぎてしまったり。

また、サポートがほとんどない起業塾や教材を選び、
結局収入につながらず諦めてしまう方も本当に多いんです。

特にママは、
✔ 子どもが小学生になるまでに土台を作っておきたい
✔ 産休・育休中に在宅での収入源を確保したい
✔ 復職か独立か迷っている

…そんな風に、“時間的なリミット”があるケースが多いですよね。

だからこそ、遠回りしている時間はないんです。",,,,,,,,"よくあるのが、
「なんとか自分でやってみます…」と頑張りすぎてしまったり、
情報だけをかき集めて、時間ばかりが過ぎてしまったり。

また、サポートがほとんどない起業塾や教材を選び、
結局収入につながらず諦めてしまう方も本当に多いんです。

特にママは、
✔ 子どもが小学生になるまでに土台を作っておきたい
✔ 産休・育休中に在宅での収入源を確保したい
✔ 復職か独立か迷っている

…そんな風に、“時間的なリミット”があるケースが多いですよね。

だからこそ、遠回りしている時間はないんです。"
,〜〜〜〜〜〜〜はどうやったらいいんだろう？とか…,,,,,,,,,,,"「小さい子どもがいるから…」
「時間がないから…」
そう思ってしまう気持ち、私もすごくわかります。

でも、私も3人の子どもを育てながらで、まさに“時間なんて全然なかった”中でスタートしました。

そんな私が今の働き方を手に入れられたのは――
「変えたい」と思ったときに、“動いた”から。

ママだからこそ、時間も気力も限られてる。
でも、ママだからこそ、「自分の未来は自分で創る」って覚悟を持った人から、ちゃんと結果が出ています。",,,,,,,,"「小さい子どもがいるから…」
「時間がないから…」
そう思ってしまう気持ち、私もすごくわかります。

でも、私も3人の子どもを育てながらで、まさに“時間なんて全然なかった”中でスタートしました。

そんな私が今の働き方を手に入れられたのは――
「変えたい」と思ったときに、“動いた”から。

ママだからこそ、時間も気力も限られてる。
でも、ママだからこそ、「自分の未来は自分で創る」って覚悟を持った人から、ちゃんと結果が出ています。"
,〜〜〜〜〜のスキルをつけたいけど私でもできるのかな？とか…,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
３、個別相談誘導,クロージング,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
クロージング,今回はその不安をなくせるように個別相談を用意しています,,,,,,,,,,,,,,,,,,,
,〜〜〜〜〜〜〜〜個別相談会では,,,,,,,,,,クロージング,特別なお知らせ,,,,,,,,特別なお知らせ
,お話しできることを本のタイトルのように５〜10項目ほど並べる,,,,,,,,,,,最後に、ここまでご覧いただいた方へ特別なお知らせがあります,,,,,,,,最後に、ここまでご覧いただいた方へ特別なお知らせがあります
,ここではあなたの今のお悩みに合わせて、お伝えするので不安な点はぜひ相談してくださいと伝える,,,,,,,,,,,"それは
あなたのスキルや強みを活かしながら、理想の働き方を実現するために必要なことを一緒に考える【理想の在宅ワークを実現するまでのロードマップ個別相談会】です。",,,,,,,,"それは
あなたのスキルや強みを活かしながら、キャリアも子育ても自分のやりたいことも全部諦めない！理想の働き方を実現するために必要なことを一緒に考える【理想の在宅ワークを実現するまでのロードマップ個別相談会】です。"
,,,,,,,,,,,,"この個別相談では、
・あなたの「当たり前」に隠れた“強み”の棚卸し
・家事・育児・仕事をしながら在宅ワーク準備を進めるための時短術＆思考術
・在宅でお仕事を獲得していくステップ
などを、あなたの今の状況に合わせてお伝えします。",,,,,,,,"この個別相談では、
・あなたの「当たり前」に隠れた“強み”の棚卸し
・家事・育児・キャリアのどれも諦めずに在宅ワーク準備を進めるための時短術＆思考術
・在宅でお仕事を獲得していくステップ
など、あなたの今の状況に合わせてお伝えします。"
,審査制にする場合は審査基準などを伝える,,,,,,,,,,,"さらに、今回の動画を見て【理想の在宅ワークを実現するまでのロードマップ個別相談会】に参加してくださった方には
・受講生のロードマップ面談で使っているワークシートと動画
・秘書スキルとの掛け合わせマネタイズ方法１０選
・クライアントにアフィリエイトしやすい案件リスト
・請求書テンプレや時給計算シートなどすぐ業務で使えるテンプレ集
・家事の見直しチェックリスト
・仕事と家事育児を時短するAI活用セミナー音源
など、豪華特典もご用意していますのでぜひお受け取りください。",,,,,,,,"さらに、今回の動画を見て【理想の在宅ワークを実現するまでのロードマップ個別相談会】に参加してくださった方には
・あなただけの強みがわかる！講座内限定のスキル棚卸しワークシート＆動画（15分）
・家事育児と無理なく両立！時間の使い方見直しワークシート＆動画（10分）
・秘書スキルとの掛け合わせマネタイズ方法10選
・無料&プチプラで今すぐ叶う！仕事も家事育児も作業時間5分の1にする魔法の時短アイテム10選
・仕事と家事育児を時短するAI活用セミナー音源（150分）
など、豪華特典もお渡ししていますのでぜひお受け取りください。"
,,,,,,,,,,,,"これが、今回のプレゼントの全体像になります。

ただ、最初にもお伝えしたのですが、この動画は３日間限定の視聴期限があります。
３日を過ぎるとこのページや動画をご覧いただくことはできなくなるため、少しでも気になった方は、お早めに申し込みをお願いいたします。      
                                          
                                               
今回のロードマップ個別相談会にお申し込みを希望される方は、この動画の下のボタンをタップください。すると申し込みフォームに飛びますので、必要事項をご入力いただき、審査に通過するとご参加いただけます。  
                                              
""審査基準としては、
１、気持ちの良いコミュニケーションが取れる方
２、アドバイスを素直に受け取り、行動する気持ちがある方
このような基準で選ばせていただきます。なぜ、今回このような審査基準を設けさせていただくかというと、「私がお力になれる方としっかり向き合いたい」からです。         
                                      
ただ、残念ながら今回審査を通らなかった場合、さきほどの個別相談の参加特典もお受け取りいただけませんので、そちらはご了承いだだけると幸いです。
審査は申し込みから5日前後。最長で、1週間はお時間をいただく場合がございますが、合格者の方にのみ、公式LINEから審査通過のご連絡をさせていただきます。
合格した際には日程調整をお願いすることになりますので、ご多忙とは思いますがご調整のほど、よろしくお願いいたします。

あとから申し込みするのを忘れていた！とならないためにも、気になる方は本日中のお申し込みをお勧めします。
                                             
それから、今回の個別相談会に参加するにあたって質問事項や不具合が起きたなどありましたら、この公式ラインの方にお問い合わせください。

不具合が生じた場合は、最優先でお返事させていただきます。          
                                      
                                        ",,,,,,,,"これが、今回のプレゼントの全体像になります。

ただ、最初にもお伝えしたのですが、この動画は３日間限定の視聴期限があります。
３日を過ぎるとこのページや動画をご覧いただくことはできなくなるため、少しでも気になった方は、お早めに申し込みをお願いいたします。      
                                          
                                               
今回のロードマップ個別相談会にお申し込みを希望される方は、この動画の下のボタンをタップください。すると申し込みフォームに飛びますので、必要事項をご入力いただき、審査に通過するとご参加いただけます。  
                                              
""審査基準としては、
１、気持ちの良いコミュニケーションが取れる方
２、本気で時間を作り、働き方を変える気持ちがある方
３、子育てや忙しさを言い訳にせず、やりたいことを絶対に叶えるんだという強い意志がある方

このような基準で選ばせていただきます。なぜ、今回このような審査基準を設けさせていただくかというと、「本気の方としっかり向き合いたい」からです。         
                                      
ただ、残念ながら今回審査を通らなかった場合、さきほどの個別相談の参加特典もお受け取りいただけませんので、そちらはご了承いだだけると幸いです。
審査は申し込みから5日前後。最長で、1週間はお時間をいただく場合がございます。
合格者の方にのみ、公式LINEから審査通過のご連絡をさせていただきます。
合格した際には日程調整をお願いすることになりますので、ご多忙とは思いますがご調整のほど、よろしくお願いいたします。

あとから申し込みするのを忘れていた！とならないためにも、気になる方は本日中のお申し込みをお勧めします。
                                             
それから、今回の個別相談会に参加するにあたって質問事項や不具合が起きたなどありましたら、この公式ラインの方にお問い合わせください。

不具合が生じた場合は、最優先でお返事させていただきます。          
                                      
                                        "
,期間限定にしている場合は限定なのを再度伝える,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"もし理想とする働き方があって現状を変えたいと思っていても、行動しないと何も変わりません。
あなたの意思があれば「いつか」じゃなくて、「今この瞬間」から変えることができます。

自分の現在地と課題を正しく把握して、
必要なステップを一緒に整理しましょう。

相談会でお話しできること、楽しみにしています。

それでは、動画を最後までご覧いただき、ありがとうございました。",,,,,,,,"もし、理想とする働き方があって現状を変えたいと思っていたら、
それは「いつか」じゃなくて、「今この瞬間」から変えることができます。

だからこそ、
自分の現在地と課題を正しく把握して、
必要なステップを一緒に整理しましょう。

相談会でお話しできること、楽しみにしています。

それでは、動画を最後までご覧いただき、ありがとうございました。"
,個別相談会参加者特典を用意できる場合は参加者特典も紹介する,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,動画下にあるボタンからお申し込みくださいと誘導する,,,,,,,,,,,,,,,,,,,
